model,file,true,pred,conf
RetinaNet,dataset/test/no_tumor/no1157.jpg,no_tumor,no_tumor,0.999988317489624
RetinaNet,dataset/test/no_tumor/no1143.jpg,no_tumor,no_tumor,0.9999966621398926
RetinaNet,dataset/test/no_tumor/no1194.jpg,no_tumor,no_tumor,0.9997900128364563
RetinaNet,dataset/test/no_tumor/no1180.jpg,no_tumor,no_tumor,0.9992363452911377
RetinaNet,dataset/test/no_tumor/no1221.jpg,no_tumor,no_tumor,0.9999904632568359
RetinaNet,dataset/test/no_tumor/no1235.jpg,no_tumor,no_tumor,0.9999998807907104
RetinaNet,dataset/test/no_tumor/no1209.jpg,no_tumor,no_tumor,0.9991231560707092
RetinaNet,dataset/test/no_tumor/no1208.jpg,no_tumor,no_tumor,0.9915448427200317
RetinaNet,dataset/test/no_tumor/no1234.jpg,no_tumor,no_tumor,0.9997671246528625
RetinaNet,dataset/test/no_tumor/no1220.jpg,no_tumor,no_tumor,0.9999281167984009
RetinaNet,dataset/test/no_tumor/no1181.jpg,no_tumor,no_tumor,0.9999740123748779
RetinaNet,dataset/test/no_tumor/no1195.jpg,no_tumor,no_tumor,0.9490327835083008
RetinaNet,dataset/test/no_tumor/no1142.jpg,no_tumor,no_tumor,0.9997686743736267
RetinaNet,dataset/test/no_tumor/no1156.jpg,no_tumor,no_tumor,0.9998698234558105
RetinaNet,dataset/test/no_tumor/no1140.jpg,no_tumor,no_tumor,0.9984090924263
RetinaNet,dataset/test/no_tumor/no1154.jpg,no_tumor,no_tumor,0.9999338388442993
RetinaNet,dataset/test/no_tumor/no1168.jpg,no_tumor,no_tumor,0.9999994039535522
RetinaNet,dataset/test/no_tumor/no1183.jpg,no_tumor,no_tumor,0.999581515789032
RetinaNet,dataset/test/no_tumor/no1197.jpg,no_tumor,no_tumor,0.9995703101158142
RetinaNet,dataset/test/no_tumor/no1236.jpg,no_tumor,no_tumor,0.5613084435462952
RetinaNet,dataset/test/no_tumor/no1222.jpg,no_tumor,no_tumor,0.9999301433563232
RetinaNet,dataset/test/no_tumor/no1223.jpg,no_tumor,no_tumor,0.9994500279426575
RetinaNet,dataset/test/no_tumor/no1237.jpg,no_tumor,no_tumor,0.9999886751174927
RetinaNet,dataset/test/no_tumor/no1196.jpg,no_tumor,no_tumor,0.9999960660934448
RetinaNet,dataset/test/no_tumor/no1182.jpg,no_tumor,no_tumor,0.9999452829360962
RetinaNet,dataset/test/no_tumor/no1169.jpg,no_tumor,no_tumor,0.9964737296104431
RetinaNet,dataset/test/no_tumor/no1155.jpg,no_tumor,no_tumor,0.999984860420227
RetinaNet,dataset/test/no_tumor/no1141.jpg,no_tumor,no_tumor,0.9999610185623169
RetinaNet,dataset/test/no_tumor/no1179.jpg,no_tumor,no_tumor,0.9993433356285095
RetinaNet,dataset/test/no_tumor/no1145.jpg,no_tumor,no_tumor,0.9999409914016724
RetinaNet,dataset/test/no_tumor/no1151.jpg,no_tumor,no_tumor,0.9999651908874512
RetinaNet,dataset/test/no_tumor/no1186.jpg,no_tumor,no_tumor,0.9886674284934998
RetinaNet,dataset/test/no_tumor/no1192.jpg,no_tumor,no_tumor,0.9986990690231323
RetinaNet,dataset/test/no_tumor/no1233.jpg,no_tumor,no_tumor,0.9999994039535522
RetinaNet,dataset/test/no_tumor/no1227.jpg,no_tumor,no_tumor,0.9999983310699463
RetinaNet,dataset/test/no_tumor/no1226.jpg,no_tumor,no_tumor,0.999840497970581
RetinaNet,dataset/test/no_tumor/no1232.jpg,no_tumor,no_tumor,0.9856297373771667
RetinaNet,dataset/test/no_tumor/no1193.jpg,no_tumor,no_tumor,0.9997376799583435
RetinaNet,dataset/test/no_tumor/no1187.jpg,no_tumor,no_tumor,0.9999376535415649
RetinaNet,dataset/test/no_tumor/no1150.jpg,no_tumor,no_tumor,0.9999977350234985
RetinaNet,dataset/test/no_tumor/no1144.jpg,no_tumor,no_tumor,0.9999176263809204
RetinaNet,dataset/test/no_tumor/no1178.jpg,no_tumor,no_tumor,0.9999744892120361
RetinaNet,dataset/test/no_tumor/no1152.jpg,no_tumor,no_tumor,0.9999483823776245
RetinaNet,dataset/test/no_tumor/no1146.jpg,no_tumor,no_tumor,0.9999847412109375
RetinaNet,dataset/test/no_tumor/no1191.jpg,no_tumor,no_tumor,0.9979708790779114
