model,file,true,pred,conf
FasterRCNN,dataset/test/no_tumor/no1157.jpg,no_tumor,no_tumor,0.9999923706054688
FasterRCNN,dataset/test/no_tumor/no1143.jpg,no_tumor,no_tumor,0.9999939203262329
FasterRCNN,dataset/test/no_tumor/no1194.jpg,no_tumor,no_tumor,1.0
FasterRCNN,dataset/test/no_tumor/no1180.jpg,no_tumor,no_tumor,0.9999599456787109
FasterRCNN,dataset/test/no_tumor/no1221.jpg,no_tumor,no_tumor,0.9997476935386658
FasterRCNN,dataset/test/no_tumor/no1235.jpg,no_tumor,no_tumor,0.9964367151260376
FasterRCNN,dataset/test/no_tumor/no1209.jpg,no_tumor,no_tumor,0.9999814033508301
FasterRCNN,dataset/test/no_tumor/no1208.jpg,no_tumor,no_tumor,0.9998552799224854
FasterRCNN,dataset/test/no_tumor/no1234.jpg,no_tumor,no_tumor,0.9999992847442627
FasterRCNN,dataset/test/no_tumor/no1220.jpg,no_tumor,no_tumor,0.9999043941497803
FasterRCNN,dataset/test/no_tumor/no1181.jpg,no_tumor,no_tumor,0.9995334148406982
FasterRCNN,dataset/test/no_tumor/no1195.jpg,no_tumor,no_tumor,0.9999998807907104
FasterRCNN,dataset/test/no_tumor/no1142.jpg,no_tumor,no_tumor,0.9999971389770508
FasterRCNN,dataset/test/no_tumor/no1156.jpg,no_tumor,no_tumor,0.9999959468841553
FasterRCNN,dataset/test/no_tumor/no1140.jpg,no_tumor,no_tumor,0.9999397993087769
FasterRCNN,dataset/test/no_tumor/no1154.jpg,no_tumor,no_tumor,0.999829888343811
FasterRCNN,dataset/test/no_tumor/no1168.jpg,no_tumor,no_tumor,0.9917580485343933
FasterRCNN,dataset/test/no_tumor/no1183.jpg,no_tumor,no_tumor,0.9997068047523499
FasterRCNN,dataset/test/no_tumor/no1197.jpg,no_tumor,no_tumor,0.9970194697380066
FasterRCNN,dataset/test/no_tumor/no1236.jpg,no_tumor,no_tumor,0.999995231628418
FasterRCNN,dataset/test/no_tumor/no1222.jpg,no_tumor,no_tumor,0.9999449253082275
FasterRCNN,dataset/test/no_tumor/no1223.jpg,no_tumor,no_tumor,0.9999818801879883
FasterRCNN,dataset/test/no_tumor/no1237.jpg,no_tumor,no_tumor,1.0
FasterRCNN,dataset/test/no_tumor/no1196.jpg,no_tumor,no_tumor,0.9999992847442627
FasterRCNN,dataset/test/no_tumor/no1182.jpg,no_tumor,no_tumor,0.9999659061431885
FasterRCNN,dataset/test/no_tumor/no1169.jpg,no_tumor,no_tumor,0.9961029291152954
FasterRCNN,dataset/test/no_tumor/no1155.jpg,no_tumor,no_tumor,0.9999686479568481
FasterRCNN,dataset/test/no_tumor/no1141.jpg,no_tumor,no_tumor,0.9999996423721313
FasterRCNN,dataset/test/no_tumor/no1179.jpg,no_tumor,no_tumor,0.9999939203262329
FasterRCNN,dataset/test/no_tumor/no1145.jpg,no_tumor,no_tumor,0.9999850988388062
FasterRCNN,dataset/test/no_tumor/no1151.jpg,no_tumor,no_tumor,0.9990278482437134
FasterRCNN,dataset/test/no_tumor/no1186.jpg,no_tumor,no_tumor,0.9999997615814209
FasterRCNN,dataset/test/no_tumor/no1192.jpg,no_tumor,no_tumor,0.9991486072540283
FasterRCNN,dataset/test/no_tumor/no1233.jpg,no_tumor,no_tumor,0.9999643564224243
FasterRCNN,dataset/test/no_tumor/no1227.jpg,no_tumor,no_tumor,0.9999103546142578
FasterRCNN,dataset/test/no_tumor/no1226.jpg,no_tumor,no_tumor,0.9981051683425903
FasterRCNN,dataset/test/no_tumor/no1232.jpg,no_tumor,no_tumor,0.9999998807907104
FasterRCNN,dataset/test/no_tumor/no1193.jpg,no_tumor,no_tumor,0.9999858140945435
FasterRCNN,dataset/test/no_tumor/no1187.jpg,no_tumor,no_tumor,0.9994139671325684
FasterRCNN,dataset/test/no_tumor/no1150.jpg,no_tumor,no_tumor,0.9997304081916809
FasterRCNN,dataset/test/no_tumor/no1144.jpg,no_tumor,no_tumor,0.9999821186065674
FasterRCNN,dataset/test/no_tumor/no1178.jpg,no_tumor,no_tumor,0.9982075691223145
FasterRCNN,dataset/test/no_tumor/no1152.jpg,no_tumor,no_tumor,0.9999922513961792
FasterRCNN,dataset/test/no_tumor/no1146.jpg,no_tumor,no_tumor,0.9999961853027344
FasterRCNN,dataset/test/no_tumor/no1191.jpg,no_tumor,no_tumor,0.9999994039535522
FasterRCNN,dataset/test/no_tumor/no1185.jpg,no_tumor,no_tumor,0.9975837469100952
FasterRCNN,dataset/test/no_tumor/no1218.jpg,no_tumor,no_tumor,0.9992153644561768
FasterRCNN,dataset/test/no_tumor/no1224.jpg,no_tumor,no_tumor,0.9999459981918335
FasterRCNN,dataset/test/no_tumor/no1230.jpg,no_tumor,no_tumor,0.9999330043792725
FasterRCNN,dataset/test/no_tumor/no1231.jpg,no_tumor,no_tumor,0.999846339225769
FasterRCNN,dataset/test/no_tumor/no1225.jpg,no_tumor,no_tumor,0.9999995231628418
FasterRCNN,dataset/test/no_tumor/no1219.jpg,no_tumor,no_tumor,0.9990882873535156
FasterRCNN,dataset/test/no_tumor/no1184.jpg,no_tumor,no_tumor,0.9999899864196777
FasterRCNN,dataset/test/no_tumor/no1190.jpg,no_tumor,no_tumor,0.999595582485199
FasterRCNN,dataset/test/no_tumor/no1147.jpg,no_tumor,no_tumor,0.9999710321426392
FasterRCNN,dataset/test/no_tumor/no1153.jpg,no_tumor,no_tumor,0.9999396800994873
FasterRCNN,dataset/test/no_tumor/no1134.jpg,no_tumor,no_tumor,0.9974988102912903
FasterRCNN,dataset/test/no_tumor/no1120.jpg,no_tumor,no_tumor,0.9999983310699463
FasterRCNN,dataset/test/no_tumor/no1108.jpg,no_tumor,no_tumor,0.9993292093276978
FasterRCNN,dataset/test/no_tumor/no1242.jpg,no_tumor,no_tumor,0.9999876022338867
FasterRCNN,dataset/test/no_tumor/no1256.jpg,no_tumor,no_tumor,0.9999899864196777
FasterRCNN,dataset/test/no_tumor/no1054.jpg,no_tumor,no_tumor,0.9999829530715942
FasterRCNN,dataset/test/no_tumor/no1068.jpg,no_tumor,no_tumor,0.9825350046157837
FasterRCNN,dataset/test/no_tumor/no1083.jpg,no_tumor,no_tumor,0.9998785257339478
FasterRCNN,dataset/test/no_tumor/no1097.jpg,no_tumor,no_tumor,0.9992203712463379
FasterRCNN,dataset/test/no_tumor/no1096.jpg,no_tumor,no_tumor,0.9999589920043945
FasterRCNN,dataset/test/no_tumor/no1082.jpg,no_tumor,no_tumor,0.9898939728736877
FasterRCNN,dataset/test/no_tumor/no1069.jpg,no_tumor,no_tumor,0.9999920129776001
FasterRCNN,dataset/test/no_tumor/no1055.jpg,no_tumor,no_tumor,0.9994497895240784
FasterRCNN,dataset/test/no_tumor/no1257.jpg,no_tumor,no_tumor,0.9999994039535522
FasterRCNN,dataset/test/no_tumor/no1243.jpg,no_tumor,no_tumor,0.9999754428863525
FasterRCNN,dataset/test/no_tumor/no1109.jpg,no_tumor,no_tumor,0.9999825954437256
FasterRCNN,dataset/test/no_tumor/no1121.jpg,no_tumor,no_tumor,0.985745906829834
FasterRCNN,dataset/test/no_tumor/no1135.jpg,no_tumor,no_tumor,0.9997759461402893
FasterRCNN,dataset/test/no_tumor/no1123.jpg,no_tumor,no_tumor,0.9993607401847839
FasterRCNN,dataset/test/no_tumor/no1137.jpg,no_tumor,no_tumor,0.9988670349121094
FasterRCNN,dataset/test/no_tumor/no1255.jpg,no_tumor,no_tumor,1.0
FasterRCNN,dataset/test/no_tumor/no1241.jpg,no_tumor,no_tumor,0.9993365406990051
FasterRCNN,dataset/test/no_tumor/no1269.jpg,no_tumor,no_tumor,0.9994670748710632
FasterRCNN,dataset/test/no_tumor/no1057.jpg,no_tumor,no_tumor,0.9948936700820923
FasterRCNN,dataset/test/no_tumor/no1094.jpg,no_tumor,no_tumor,0.9998025298118591
FasterRCNN,dataset/test/no_tumor/no1080.jpg,no_tumor,no_tumor,0.9999866485595703
FasterRCNN,dataset/test/no_tumor/no1081.jpg,no_tumor,no_tumor,0.9974126219749451
FasterRCNN,dataset/test/no_tumor/no1095.jpg,no_tumor,no_tumor,0.9999971389770508
FasterRCNN,dataset/test/no_tumor/no1056.jpg,no_tumor,no_tumor,0.9999998807907104
FasterRCNN,dataset/test/no_tumor/no1268.jpg,no_tumor,no_tumor,0.9999717473983765
FasterRCNN,dataset/test/no_tumor/no1240.jpg,no_tumor,no_tumor,0.9999394416809082
FasterRCNN,dataset/test/no_tumor/no1254.jpg,no_tumor,no_tumor,0.9998456239700317
FasterRCNN,dataset/test/no_tumor/no1136.jpg,no_tumor,no_tumor,0.9999985694885254
FasterRCNN,dataset/test/no_tumor/no1122.jpg,no_tumor,no_tumor,0.9972057938575745
FasterRCNN,dataset/test/no_tumor/no1126.jpg,no_tumor,no_tumor,0.9965893030166626
FasterRCNN,dataset/test/no_tumor/no1132.jpg,no_tumor,no_tumor,0.9999963045120239
FasterRCNN,dataset/test/no_tumor/no1250.jpg,no_tumor,no_tumor,0.9999979734420776
FasterRCNN,dataset/test/no_tumor/no1244.jpg,no_tumor,no_tumor,0.9999979734420776
FasterRCNN,dataset/test/no_tumor/no1052.jpg,no_tumor,no_tumor,0.9999716281890869
FasterRCNN,dataset/test/no_tumor/no1091.jpg,no_tumor,no_tumor,0.9998089671134949
FasterRCNN,dataset/test/no_tumor/no1085.jpg,no_tumor,no_tumor,0.9999974966049194
FasterRCNN,dataset/test/no_tumor/no1084.jpg,no_tumor,no_tumor,0.9999692440032959
FasterRCNN,dataset/test/no_tumor/no1090.jpg,no_tumor,no_tumor,0.9852651953697205
FasterRCNN,dataset/test/no_tumor/no1053.jpg,no_tumor,no_tumor,0.9999986886978149
FasterRCNN,dataset/test/no_tumor/no1245.jpg,no_tumor,no_tumor,0.9999997615814209
